,SS GroundT,Cat GroundT,Description,Return,Parameters,ApiLevel
<android.view.WindowInsets.Builder: WindowInsets.Builder setStableInsets(Insets)>,,,"This method was deprecated
      in API level R. Use setInsetsIgnoringVisibility(int android.graphics.Insets) with Type#systemBars() . Sets the stable insets in pixels. The stable inset represents the area of a full-screen window that may be
 partially or fully obscured by the system UI elements.  This value does not change
 based on the visibility state of those elements; for example if the status bar is
 normally shown but temporarily hidden the stable inset will still provide the inset
 associated with the status bar being shown.","WindowInsets.Builder itself
 This value will never be null . |||",stableInsets Insets : This value must never be null . |||,29.0
<android.widget.TextView: void setLastBaselineToBottomHeight(int)>,,,"Updates the bottom padding of the TextView so that lastBaselineToBottomHeight is
 the distance between the bottom of the TextView and the last line's baseline. First and last baseline metrics for a TextView. Note that if FontMetrics.bottom or FontMetrics.descent was
 already greater than lastBaselineToBottomHeight the bottom padding is not updated.
 Moreover since this function sets the bottom padding if the height of the TextView is less
 than the sum of top padding line height and bottom padding bottom of the text will be
 clipped. Related XML Attributes: android:lastBaselineToBottomHeight",void,"lastBaselineToBottomHeight int : distance between last baseline to bottom of the container
in pixels
This units of this value are pixels.
Value is 0 or greater |||",28.0
<android.graphics.fonts.Font.Builder: Font build()>,,,Creates the font based on the configured values.,"Font the Font object
 
 This value will never be null . |||",,29.0
<android.app.admin.DevicePolicyManager: boolean isOverrideApnEnabled(ComponentName)>,,,Called by device owner to check if override APNs are currently enabled.,boolean true if override APNs are currently enabled false otherwise. |||,"admin ComponentName : which DeviceAdminReceiver this request is associated with
This value must never be null . |||",28.0
"<android.app.slice.SliceManager: Slice bindSlice(Uri,Set)>",,,Turns a slice Uri into slice content.,Slice The Slice provided by the app or null if none is given. |||,"uri Uri : The URI to a slice provider
This value must never be null . |||
supportedSpecs Set : List of supported specs.
This value must never be null . |||",28.0
"<android.media.MediaMetadataRetriever: List getFramesAtIndex(int,int,MediaMetadataRetriever.BitmapParams)>",,,"This method retrieves a consecutive set of video frames starting at the
 specified index. It should only be called after setDataSource(Context Uri) .

 If the caller intends to retrieve more than one consecutive video frames
 this method is preferred over getFrameAtIndex(int android.media.MediaMetadataRetriever.BitmapParams) for efficiency.

 After the bitmaps are returned you can query the actual parameters that were
 used to create the bitmaps from the BitmapParams argument for instance
 to query the bitmap config used for the bitmaps with BitmapParams#getActualConfig .","List < Bitmap > An list of Bitmaps containing the requested video frames. The returned
         array could contain less frames than requested if the retrieval fails.

 This value will never be null . |||","frameIndex int : 0-based index of the first video frame to retrieve. The frame index
must be that of a valid frame. The total number of frames available for retrieval
can be queried via the METADATA_KEY_VIDEO_FRAME_COUNT key. |||
numFrames int : number of consecutive video frames to retrieve. Must be a positive
value. The stream must contain at least numFrames frames starting at frameIndex. |||
params MediaMetadataRetriever.BitmapParams : BitmapParams that controls the returned bitmap config (such as pixel formats).
This value must never be null . |||",28.0
<android.accessibilityservice.AccessibilityServiceInfo: int getInteractiveUiTimeoutMillis()>,,,Get the recommended timeout for interactive controls.,int The timeout in milliseconds. |||,,29.0
<android.media.Session2Token: String getPackageName()>,,,,"String package name of the session
 
 This value will never be null . |||",,29.0
<android.icu.text.DecimalFormatSymbols: void setDecimalSeparatorString(String)>,,,"[icu] Sets the string used for decimal sign. Note: When the input decimal separator String is represented
 by multiple Java chars then getDecimalSeparator() will
 return the default decimal separator character ('.').",void,decimalSeparatorString String : the decimal sign string |||,28.0
<android.icu.text.CaseMap: CaseMap.Upper toUpper()>,,,,CaseMap.Upper Uppercasing object with default options. |||,,29.0
<android.text.DynamicLayout.Builder: DynamicLayout.Builder setIncludePad(boolean)>,,,"Set whether to include extra space beyond font ascent and descent (which is needed to
 avoid clipping in some languages such as Arabic and Kannada). The default is true .","DynamicLayout.Builder this builder useful for chaining
 This value will never be null . |||",includePad boolean : whether to include padding |||,28.0
<android.media.Session2Command.Result: int getResultCode()>,,,Returns the result code.,int |||,,29.0
<android.net.MacAddress: int describeContents()>,,,"Describe the kinds of special objects contained in this Parcelable
 instance's marshaled representation. For example if the object will
 include a file descriptor in the output of writeToParcel(android.os.Parcel int) the return value of this method must include the CONTENTS_FILE_DESCRIPTOR bit.","int a bitmask indicating the set of special object types marshaled
 by this Parcelable object instance.
 
 Value is either 0 or CONTENTS_FILE_DESCRIPTOR |||",,28.0
"<android.graphics.Canvas: void drawDoubleRoundRect(RectF,float,float,RectF,float,float,Paint)>",,,"Draws a double rounded rectangle using the specified paint. The resultant round rect
 will be filled in the area defined between the outer and inner rectangular bounds if
 the Paint configured with Paint.Style#FILL .
 Otherwise if Paint.Style#STROKE is used then 2 rounded rect strokes will
 be drawn at the outer and inner rounded rectangles",void,"outer RectF : The outer rectangular bounds of the roundRect to be drawn
This value must never be null . |||
outerRx float : The x-radius of the oval used to round the corners on the outer rectangle |||
outerRy float : The y-radius of the oval used to round the corners on the outer rectangle |||
inner RectF : The inner rectangular bounds of the roundRect to be drawn
This value must never be null . |||
innerRx float : The x-radius of the oval used to round the corners on the inner rectangle |||
innerRy float : The y-radius of the oval used to round the corners on the outer rectangle |||
paint Paint : The paint used to draw the double roundRect
This value must never be null . |||",29.0
"<android.service.autofill.CustomDescription.Builder: CustomDescription.Builder addOnClickAction(int,OnClickAction)>",,,"Sets an action to be applied to the RemoteViews when the
 child view with the given id is clicked. Typically used when the presentation uses a masked field (like **** ) for
 sensitive fields like passwords or credit cards numbers but offers a an icon that the
 user can tap to show the value for that field. Example: Note: Currently only one action can be applied to a child; if this method
 is called multiple times passing the same id only the last call will be used.","CustomDescription.Builder this builder

 This value will never be null . |||","id int : resource id of the child view. |||
action OnClickAction : action to be performed. Must be an an implementation provided by the
Android System.
This value must never be null . |||",29.0
<android.hardware.camera2.params.OutputConfiguration: void setPhysicalCameraId(String)>,,,"Set the id of the physical camera for this OutputConfiguration In the case one logical camera is made up of multiple physical cameras it could be
 desirable for the camera application to request streams from individual physical cameras.
 This call achieves it by mapping the OutputConfiguration to the physical camera id. The valid physical camera ids can be queried by CameraCharacteristics.getPhysicalCameraIds() . Passing in a null physicalCameraId means that the OutputConfiguration is for a logical
 stream. This function must be called before CameraDevice#createCaptureSessionByOutputConfigurations or CameraDevice#createReprocessableCaptureSessionByConfigurations . Calling this function
 after CameraDevice#createCaptureSessionByOutputConfigurations or CameraDevice#createReprocessableCaptureSessionByConfigurations has no effect. The surface belonging to a physical camera OutputConfiguration must not be used as input
 or output of a reprocessing request.",void,physicalCameraId String : This value may be null . |||,28.0
