,SS GroundT,Cat GroundT,Description,Return,Parameters,ApiLevel
<android.view.accessibility.AccessibilityNodeInfo: void setTextEntryKey(boolean)>,3,,"Sets whether the node represents a text entry key that is part of a keyboard or keypad. Note: Cannot be called from an AccessibilityService .
   This class is made immutable before being delivered to an AccessibilityService.",void,isTextEntryKey boolean : true if the node is a text entry key false otherwise. |||,29
<android.view.accessibility.AccessibilityNodeInfo: void setTooltipText(CharSequence)>,3,,"Sets the tooltip text of this node. Note: Cannot be called from an AccessibilityService .
   This class is made immutable before being delivered to an AccessibilityService.",void,"tooltipText CharSequence : The tooltip text.
This value may be null . |||",28
<android.view.accessibility.AccessibilityRecord: int getScrollDeltaY()>,1,,"Gets the difference in pixels between the vertical position before the scroll and the
 current vertical position",int the scroll delta y |||,,28
<android.view.autofill.AutofillManager: String getDefaultFieldClassificationAlgorithm()>,3,,"Gets the name of the default algorithm used for field classification . The default algorithm is used when the algorithm on UserData is invalid or not
 set. Note: This method should only be called by an app providing an autofill service
 and it's ignored if the caller currently doesn't have an enabled autofill service for
 the user.",String This value may be null . |||,,28
<android.view.autofill.AutofillManager: String getUserDataId()>,1,,"Gets the id of the UserData used for field classification . This method is useful when the service must check the status of the UserData in
 the device without fetching the whole object. Note: This method should only be called by an app providing an autofill service
 and it's ignored if the caller currently doesn't have an enabled autofill service for
 the user.","String id of the UserData previously set by setUserData(android.service.autofill.UserData) or null if it was reset or if the caller currently does not have an enabled autofill
 service for the user. |||",,28
<android.view.autofill.AutofillManager: UserData getUserData()>,1,,"Gets the user data used for field classification . Note: This method should only be called by an app providing an autofill service
 and it's ignored if the caller currently doesn't have an enabled autofill service for
 the user.","UserData value previously set by setUserData(android.service.autofill.UserData) or null if it was
 reset or if the caller currently does not have an enabled autofill service for the user. |||",,28
<android.view.autofill.AutofillManager: void setUserData(UserData)>,2,,"Sets the UserData used for field classification Note: This method should only be called by an app providing an autofill service
 and it's ignored if the caller currently doesn't have an enabled autofill service for
 the user.",void,userData UserData : This value may be null . |||,28
<android.view.contentcapture.ContentCaptureCondition: boolean equals(Object)>,,,"Indicates whether some other object is ""equal to"" this one. The equals method implements an equivalence relation
 on non-null object references: It is reflexive : for any non-null reference value x  x.equals(x) should return true . 
It is symmetric : for any non-null reference values x and y  x.equals(y) should return true if and only if y.equals(x) returns true . 
It is transitive : for any non-null reference values x  y and z if x.equals(y) returns true and y.equals(z) returns true then x.equals(z) should return true . 
It is consistent : for any non-null reference values x and y multiple invocations of x.equals(y) consistently return true or consistently return false provided no
     information used in equals comparisons on the
     objects is modified. 
For any non-null reference value x  x.equals(null) should return false . 
The equals method for class Object implements
 the most discriminating possible equivalence relation on objects;
 that is for any non-null reference values x and y this method returns true if and only
 if x and y refer to the same object
 ( x == y has the value true ). Note that it is generally necessary to override the hashCode method whenever this method is overridden so as to maintain the
 general contract for the hashCode method which states
 that equal objects must have equal hash codes.","boolean true if this object is the same as the obj
          argument; false otherwise. |||",obj Object : the reference object with which to compare. |||,29
<android.view.contentcapture.ContentCaptureCondition: int describeContents()>,,,"Describe the kinds of special objects contained in this Parcelable
 instance's marshaled representation. For example if the object will
 include a file descriptor in the output of writeToParcel(android.os.Parcel int) the return value of this method must include the CONTENTS_FILE_DESCRIPTOR bit.","int a bitmask indicating the set of special object types marshaled
 by this Parcelable object instance.
 
 Value is either 0 or CONTENTS_FILE_DESCRIPTOR |||",,29
<android.view.contentcapture.ContentCaptureCondition: int getFlags()>,,,Gets the flags associates with this condition.,"int either ContentCaptureCondition#FLAG_IS_REGEX or 0 .
 
 Value is either 0 or FLAG_IS_REGEX |||",,29
<android.view.contentcapture.ContentCaptureCondition: String toString()>,,,"Returns a string representation of the object. In general the toString method returns a string that
 ""textually represents"" this object. The result should
 be a concise but informative representation that is easy for a
 person to read.
 It is recommended that all subclasses override this method. The toString method for class Object returns a string consisting of the name of the class of which the
 object is an instance the at-sign character ` @ ' and
 the unsigned hexadecimal representation of the hash code of the
 object. In other words this method returns a string equal to the
 value of:",String a string representation of the object. |||,,29
<android.view.contentcapture.ContentCaptureContext.Builder: ContentCaptureContext build()>,,,Builds the ContentCaptureContext .,ContentCaptureContext the built ContentCaptureContext This value will never be null . |||,,29
<android.view.contentcapture.ContentCaptureContext.Builder: ContentCaptureContext.Builder setExtras(Bundle)>,,,Sets extra options associated with this context. It can be used to provide vendor-specific data that can be modified and examined.,"ContentCaptureContext.Builder this builder.

 This value will never be null . |||","extras Bundle : extra options.
This value must never be null . |||",29
